<TICKER>,<PER>,<DTYYYYMMDD>, <TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
khmotor-D1,D1,20120225,000000,154,154,154,154,22345,0
khmotor-D1,D1,20120226,000000,147,147,144,144,48976,0
khmotor-D1,D1,20120227,000000,144,147,144,144,15003,0
khmotor-D1,D1,20120228,000000,152,152,151,152,39550,0
khmotor-D1,D1,20120229,000000,154,154,154,154,36708,0
khmotor-D1,D1,20120303,000000,156,156,156,156,1708,0
khmotor-D1,D1,20120304,000000,156,156,156,156,22893,0
khmotor-D1,D1,20120305,000000,157,157,157,157,11200,0
khmotor-D1,D1,20120306,000000,158,158,156,158,608467,0
khmotor-D1,D1,20120328,000000,164,164,164,164,61650,0
khmotor-D1,D1,20120402,000000,167,167,167,167,55,0
khmotor-D1,D1,20120403,000000,167,167,167,167,5450,0
khmotor-D1,D1,20120404,000000,168,168,168,168,50,0
khmotor-D1,D1,20120407,000000,168,168,168,168,50,0
khmotor-D1,D1,20120408,000000,174,181,174,181,622503,0
khmotor-D1,D1,20120409,000000,184,185,180,181,181952,0
khmotor-D1,D1,20120410,000000,180,182,175,175,111624,0
khmotor-D1,D1,20120411,000000,182,182,172,174,30000,0
khmotor-D1,D1,20120414,000000,180,180,170,177,93782,0
khmotor-D1,D1,20120415,000000,180,180,172,174,34517,0
khmotor-D1,D1,20120416,000000,172,172,168,168,69350,0
khmotor-D1,D1,20120417,000000,167,167,166,166,93980,0
khmotor-D1,D1,20120418,000000,166,166,162,165,89537,0
khmotor-D1,D1,20120421,000000,166,166,159,159,52226,0
khmotor-D1,D1,20120422,000000,159,160,157,158,30667,0
khmotor-D1,D1,20120423,000000,161,169,159,169,158606,0
khmotor-D1,D1,20120424,000000,169,170,165,165,81100,0
khmotor-D1,D1,20120428,000000,163,165,161,161,59230,0
khmotor-D1,D1,20120429,000000,165,169,165,169,18255,0
khmotor-D1,D1,20120430,000000,165,172,165,170,11957,0
khmotor-D1,D1,20120501,000000,172,172,170,172,257860,0
khmotor-D1,D1,20120502,000000,179,179,176,179,348825,0
khmotor-D1,D1,20120505,000000,184,185,176,185,425005,0
khmotor-D1,D1,20120506,000000,184,189,184,187,231888,0
khmotor-D1,D1,20120507,000000,194,194,186,193,286053,0
khmotor-D1,D1,20120508,000000,195,195,183,191,465243,0
khmotor-D1,D1,20120514,000000,199,206,199,204,64620,0
khmotor-D1,D1,20120515,000000,194,202,194,197,74567,0
khmotor-D1,D1,20120516,000000,191,196,191,191,135827,0
khmotor-D1,D1,20120519,000000,185,187,185,186,34640,0
khmotor-D1,D1,20120520,000000,183,184,183,183,67800,0
khmotor-D1,D1,20120521,000000,181,186,179,181,247820,0
khmotor-D1,D1,20120522,000000,183,185,183,185,25000,0
khmotor-D1,D1,20120523,000000,187,187,187,187,65980,0
khmotor-D1,D1,20120526,000000,191,191,187,187,70231,0
khmotor-D1,D1,20120527,000000,194,194,183,185,7495,0
khmotor-D1,D1,20120528,000000,187,187,181,181,21690,0
khmotor-D1,D1,20120529,000000,181,190,181,190,62821,0
khmotor-D1,D1,20120530,000000,190,194,186,194,167062,0
khmotor-D1,D1,20120602,000000,194,194,194,194,520,0
khmotor-D1,D1,20120605,000000,186,186,185,186,68470,0
khmotor-D1,D1,20120606,000000,184,184,182,182,18049,0
khmotor-D1,D1,20120609,000000,181,181,181,181,7180,0
khmotor-D1,D1,20120610,000000,180,183,180,183,39320,0
khmotor-D1,D1,20120611,000000,183,183,183,183,10,0
khmotor-D1,D1,20120612,000000,183,183,179,179,33185,0
khmotor-D1,D1,20120613,000000,177,177,177,177,2101,0
khmotor-D1,D1,20120616,000000,177,177,177,177,66236,0
khmotor-D1,D1,20120617,000000,177,177,173,173,10020,0
khmotor-D1,D1,20120619,000000,181,181,180,180,6,0
khmotor-D1,D1,20120620,000000,173,173,173,173,16000,0
khmotor-D1,D1,20120624,000000,172,172,172,172,8500,0
khmotor-D1,D1,20120625,000000,172,172,172,172,22584,0
khmotor-D1,D1,20120626,000000,170,170,170,170,15000,0
khmotor-D1,D1,20120627,000000,169,169,169,169,14750,0
khmotor-D1,D1,20120630,000000,169,169,169,169,106060,0
khmotor-D1,D1,20120702,000000,163,164,163,163,23900,0
khmotor-D1,D1,20120703,000000,162,162,162,162,22200,0
khmotor-D1,D1,20120704,000000,166,166,161,161,23257,0
khmotor-D1,D1,20120709,000000,161,161,161,161,3000,0
khmotor-D1,D1,20120710,000000,161,168,161,168,64812,0
khmotor-D1,D1,20120711,000000,162,162,162,162,80,0
khmotor-D1,D1,20120714,000000,158,161,156,156,178750,0
khmotor-D1,D1,20120715,000000,151,163,151,163,330361,0
khmotor-D1,D1,20120716,000000,166,166,163,163,14165,0
khmotor-D1,D1,20120717,000000,164,169,164,169,118810,0
khmotor-D1,D1,20120718,000000,173,173,169,170,56000,0
khmotor-D1,D1,20120721,000000,175,175,174,175,80000,0
khmotor-D1,D1,20120722,000000,175,175,165,165,50017,0
khmotor-D1,D1,20120723,000000,180,180,166,166,79983,0
khmotor-D1,D1,20120724,000000,181,181,181,181,57236,0
khmotor-D1,D1,20120725,000000,184,184,183,183,50000,0
khmotor-D1,D1,20120729,000000,179,187,179,187,50000,0
khmotor-D1,D1,20120730,000000,186,188,179,179,91200,0
khmotor-D1,D1,20120731,000000,185,185,178,178,132500,0
khmotor-D1,D1,20120801,000000,181,181,175,181,606200,0
khmotor-D1,D1,20120811,000000,174,174,174,174,5000,0
khmotor-D1,D1,20120822,000000,174,174,174,174,500,0
khmotor-D1,D1,20120827,000000,174,174,174,174,1000,0
khmotor-D1,D1,20120903,000000,175,187,174,175,38680,0
khmotor-D1,D1,20120904,000000,172,179,172,179,59985,0
khmotor-D1,D1,20120905,000000,170,173,169,169,46864,0
khmotor-D1,D1,20120908,000000,168,168,168,168,47000,0
khmotor-D1,D1,20120910,000000,165,165,165,165,10557,0
khmotor-D1,D1,20120911,000000,173,179,169,179,177475,0
khmotor-D1,D1,20120915,000000,184,184,184,184,225115,0
khmotor-D1,D1,20120916,000000,184,192,184,192,342856,0
khmotor-D1,D1,20120917,000000,191,197,186,197,65486,0
khmotor-D1,D1,20120918,000000,199,199,194,199,109540,0
khmotor-D1,D1,20120919,000000,205,205,205,205,125500,0
khmotor-D1,D1,20120922,000000,213,213,211,211,24925,0
khmotor-D1,D1,20120923,000000,213,213,213,213,37000,0
khmotor-D1,D1,20120924,000000,215,219,203,213,265567,0
khmotor-D1,D1,20120925,000000,208,211,208,211,1700,0
khmotor-D1,D1,20120926,000000,215,215,208,209,116723,0
khmotor-D1,D1,20120929,000000,209,217,209,210,224531,0
khmotor-D1,D1,20120930,000000,211,211,206,206,28839,0
khmotor-D1,D1,20121002,000000,205,205,205,205,666,0
khmotor-D1,D1,20121003,000000,205,205,205,205,2000,0
khmotor-D1,D1,20121009,000000,205,205,205,205,73000,0
khmotor-D1,D1,20121010,000000,200,200,200,200,5000,0
khmotor-D1,D1,20121017,000000,199,199,199,199,2500,0
khmotor-D1,D1,20121021,000000,199,199,199,199,10,0
khmotor-D1,D1,20121024,000000,199,199,199,199,10,0
khmotor-D1,D1,20121027,000000,199,199,199,199,1000,0
khmotor-D1,D1,20121028,000000,199,199,199,199,1000,0
khmotor-D1,D1,20121118,000000,199,199,199,199,3500,0
khmotor-D1,D1,20121202,000000,199,199,199,199,10000,0
khmotor-D1,D1,20121212,000000,199,199,199,199,26407,0
khmotor-D1,D1,20121217,000000,197,197,197,197,4333,0
khmotor-D1,D1,20121218,000000,197,197,197,197,2000,0
khmotor-D1,D1,20130115,000000,197,197,197,197,5050,0
khmotor-D1,D1,20130116,000000,197,197,197,197,5000,0
khmotor-D1,D1,20130121,000000,197,197,197,197,178,0
khmotor-D1,D1,20130123,000000,197,197,197,197,2,0
khmotor-D1,D1,20130130,000000,197,197,197,197,15,0
khmotor-D1,D1,20130303,000000,197,197,197,197,2111,0
khmotor-D1,D1,20130306,000000,197,197,197,197,1,0
khmotor-D1,D1,20130309,000000,197,197,197,197,100,0
khmotor-D1,D1,20130313,000000,197,197,197,197,1,0
khmotor-D1,D1,20130325,000000,197,197,197,197,2000,0
khmotor-D1,D1,20130417,000000,197,197,197,197,2170,0
khmotor-D1,D1,20130420,000000,197,197,197,197,4501,0
khmotor-D1,D1,20130423,000000,197,197,197,197,10,0
khmotor-D1,D1,20130424,000000,197,197,197,197,7460,0
khmotor-D1,D1,20130427,000000,196,196,196,196,10,0
khmotor-D1,D1,20130428,000000,196,196,196,196,2,0
khmotor-D1,D1,20130506,000000,196,196,196,196,1,0
khmotor-D1,D1,20130508,000000,196,196,196,196,205,0
khmotor-D1,D1,20130511,000000,196,196,196,196,50,0
khmotor-D1,D1,20130519,000000,196,196,196,196,122,0
khmotor-D1,D1,20130522,000000,196,196,196,196,187,0
khmotor-D1,D1,20130525,000000,196,196,196,196,1717,0
khmotor-D1,D1,20130527,000000,196,196,196,196,51998,0
khmotor-D1,D1,20130528,000000,194,194,194,194,3967,0
khmotor-D1,D1,20130602,000000,193,193,193,193,59643,0
khmotor-D1,D1,20130603,000000,190,190,190,190,81641,0
khmotor-D1,D1,20130608,000000,187,187,187,187,40131,0
khmotor-D1,D1,20130609,000000,185,185,185,185,8500,0
khmotor-D1,D1,20130610,000000,184,184,184,184,198985,0
khmotor-D1,D1,20130618,000000,192,192,192,192,12644,0
khmotor-D1,D1,20130619,000000,192,192,192,192,170927,0
khmotor-D1,D1,20130622,000000,200,200,200,200,11959,0
khmotor-D1,D1,20130623,000000,201,201,201,201,159741,0
khmotor-D1,D1,20130625,000000,209,209,209,209,46827,0
khmotor-D1,D1,20130626,000000,211,211,198,208,71588,0
khmotor-D1,D1,20130629,000000,212,213,211,212,66838,0
khmotor-D1,D1,20130630,000000,213,217,212,217,254041,0
khmotor-D1,D1,20130701,000000,224,224,224,224,237797,0
khmotor-D1,D1,20130702,000000,233,233,230,233,284597,0
khmotor-D1,D1,20130703,000000,235,242,235,235,124864,0
khmotor-D1,D1,20130706,000000,248,248,248,248,32878,0
khmotor-D1,D1,20130707,000000,245,248,240,245,92369,0
khmotor-D1,D1,20130708,000000,252,252,252,252,119672,0
khmotor-D1,D1,20130709,000000,259,259,259,259,27806,0
khmotor-D1,D1,20130710,000000,261,261,261,261,42992,0
khmotor-D1,D1,20130713,000000,264,264,258,258,566405,0
khmotor-D1,D1,20130714,000000,273,275,259,269,404287,0
khmotor-D1,D1,20130715,000000,284,284,284,284,155674,0
khmotor-D1,D1,20130716,000000,294,294,291,294,164697,0
khmotor-D1,D1,20130717,000000,306,306,306,306,189200,0
khmotor-D1,D1,20130720,000000,318,318,318,318,84009,0
khmotor-D1,D1,20130721,000000,324,324,300,324,569524,0
khmotor-D1,D1,20130722,000000,312,312,312,312,67571,0
khmotor-D1,D1,20130723,000000,306,306,306,306,25818,0
khmotor-D1,D1,20130724,000000,305,314,305,305,546863,0
khmotor-D1,D1,20130727,000000,294,296,294,294,114209,0
khmotor-D1,D1,20130728,000000,287,287,285,285,11978,0
khmotor-D1,D1,20130729,000000,285,295,285,285,451353,0
khmotor-D1,D1,20130731,000000,275,284,275,278,149248,0
khmotor-D1,D1,20130803,000000,272,280,270,272,211590,0
khmotor-D1,D1,20130804,000000,283,283,265,273,20209,0
khmotor-D1,D1,20130805,000000,262,282,262,266,203308,0
khmotor-D1,D1,20130806,000000,269,269,263,263,64380,0
khmotor-D1,D1,20130807,000000,259,277,259,276,48672,0
khmotor-D1,D1,20130811,000000,278,278,278,278,193480,0
khmotor-D1,D1,20130812,000000,289,289,284,289,351904,0
khmotor-D1,D1,20130813,000000,299,299,278,278,146358,0
khmotor-D1,D1,20130814,000000,278,283,271,271,150325,0
khmotor-D1,D1,20130817,000000,283,283,268,268,117300,0
khmotor-D1,D1,20130818,000000,263,269,263,265,93474,0
khmotor-D1,D1,20130819,000000,276,276,258,262,65919,0
khmotor-D1,D1,20130820,000000,269,269,255,255,88518,0
khmotor-D1,D1,20130821,000000,253,274,253,274,118219,0
khmotor-D1,D1,20130824,000000,259,280,259,280,48665,0
khmotor-D1,D1,20130825,000000,283,283,283,283,90502,0
khmotor-D1,D1,20130826,000000,267,267,267,267,35500,0
khmotor-D1,D1,20130827,000000,265,270,265,265,360223,0
khmotor-D1,D1,20130828,000000,261,261,256,256,200527,0
khmotor-D1,D1,20130831,000000,249,249,249,249,61492,0
khmotor-D1,D1,20130901,000000,251,251,244,244,15225,0
khmotor-D1,D1,20130903,000000,249,263,249,263,33357,0
khmotor-D1,D1,20130904,000000,252,252,252,252,300,0
khmotor-D1,D1,20130907,000000,263,263,242,242,25772,0
khmotor-D1,D1,20130908,000000,242,251,242,244,45364,0
khmotor-D1,D1,20130909,000000,257,257,241,241,8872,0
khmotor-D1,D1,20130910,000000,259,259,253,259,129652,0
khmotor-D1,D1,20130911,000000,255,255,249,249,17608,0
khmotor-D1,D1,20130915,000000,247,247,247,247,13720,0
khmotor-D1,D1,20130916,000000,264,264,246,247,126300,0
khmotor-D1,D1,20130917,000000,247,247,247,247,18880,0
khmotor-D1,D1,20130918,000000,248,249,241,246,32231,0
khmotor-D1,D1,20130921,000000,257,257,257,257,17535,0
khmotor-D1,D1,20130922,000000,258,258,258,258,9000,0
khmotor-D1,D1,20130923,000000,259,259,259,259,4542,0
khmotor-D1,D1,20130924,000000,259,259,259,259,6723,0
khmotor-D1,D1,20130925,000000,259,259,259,259,46312,0
khmotor-D1,D1,20130928,000000,263,263,263,263,13222,0
khmotor-D1,D1,20130929,000000,263,263,263,263,117936,0
khmotor-D1,D1,20130930,000000,271,271,266,271,135946,0
khmotor-D1,D1,20131001,000000,269,280,269,280,65375,0
khmotor-D1,D1,20131002,000000,280,280,263,269,49477,0
khmotor-D1,D1,20131005,000000,276,276,259,273,158899,0
khmotor-D1,D1,20131006,000000,274,274,260,273,87699,0
khmotor-D1,D1,20131007,000000,267,267,257,257,191862,0
khmotor-D1,D1,20131008,000000,267,267,251,251,41339,0
khmotor-D1,D1,20131009,000000,257,267,247,247,77524,0
khmotor-D1,D1,20131012,000000,251,265,249,265,192192,0
khmotor-D1,D1,20131013,000000,276,276,276,276,85233,0
khmotor-D1,D1,20131014,000000,281,281,281,281,164000,0
khmotor-D1,D1,20131015,000000,292,292,287,292,446976,0
khmotor-D1,D1,20131019,000000,304,304,283,283,373453,0
khmotor-D1,D1,20131020,000000,285,309,285,308,236200,0
khmotor-D1,D1,20131021,000000,301,302,301,302,1398274,0
khmotor-D1,D1,20131022,000000,314,314,295,296,957973,0
khmotor-D1,D1,20131023,000000,299,302,297,297,331050,0
khmotor-D1,D1,20131026,000000,289,312,288,312,345859,0
khmotor-D1,D1,20131027,000000,319,319,307,319,1362109,0
khmotor-D1,D1,20131028,000000,330,331,326,331,1836870,0
khmotor-D1,D1,20131029,000000,342,342,317,317,459738,0
khmotor-D1,D1,20131030,000000,314,325,314,318,164100,0
khmotor-D1,D1,20131102,000000,329,329,309,324,147809,0
khmotor-D1,D1,20131103,000000,320,329,314,329,228063,0
khmotor-D1,D1,20131104,000000,320,335,320,335,79409,0
khmotor-D1,D1,20131105,000000,326,334,316,317,118005,0
khmotor-D1,D1,20131106,000000,315,326,314,314,254000,0
khmotor-D1,D1,20131109,000000,318,324,314,314,40500,0
khmotor-D1,D1,20131110,000000,305,312,305,305,107617,0
khmotor-D1,D1,20131111,000000,301,302,296,296,18740,0
khmotor-D1,D1,20131112,000000,313,320,313,320,112557,0
khmotor-D1,D1,20131116,000000,318,320,314,318,40412,0
khmotor-D1,D1,20131117,000000,320,320,303,309,205203,0
khmotor-D1,D1,20131118,000000,316,316,309,316,285478,0
khmotor-D1,D1,20131119,000000,327,327,327,327,338282,0
khmotor-D1,D1,20131120,000000,340,340,340,340,170128,0
khmotor-D1,D1,20131123,000000,354,354,354,354,163296,0
khmotor-D1,D1,20131124,000000,368,368,368,368,163296,0
khmotor-D1,D1,20131125,000000,383,383,383,383,704772,0
khmotor-D1,D1,20131126,000000,398,398,398,398,541998,0
khmotor-D1,D1,20131127,000000,414,414,413,414,386484,0
khmotor-D1,D1,20131130,000000,430,430,430,430,163296,0
khmotor-D1,D1,20131201,000000,448,448,424,448,1052601,0
khmotor-D1,D1,20131202,000000,448,456,427,427,390908,0
khmotor-D1,D1,20131203,000000,424,432,424,424,142496,0
khmotor-D1,D1,20131204,000000,410,410,410,410,206121,0
khmotor-D1,D1,20131207,000000,394,426,394,426,337598,0
khmotor-D1,D1,20131208,000000,436,438,424,438,472111,0
khmotor-D1,D1,20131209,000000,435,454,419,454,454186,0
khmotor-D1,D1,20131210,000000,460,461,448,456,223473,0
khmotor-D1,D1,20131211,000000,474,474,448,454,497303,0
khmotor-D1,D1,20131214,000000,477,477,442,445,916338,0
khmotor-D1,D1,20131215,000000,461,461,427,436,350215,0
khmotor-D1,D1,20131216,000000,456,456,429,434,192477,0
khmotor-D1,D1,20131217,000000,427,436,422,424,636431,0
khmotor-D1,D1,20131218,000000,443,443,442,443,282396,0
khmotor-D1,D1,20131221,000000,461,461,461,461,63750,0
khmotor-D1,D1,20131222,000000,468,468,437,468,559050,0
khmotor-D1,D1,20131224,000000,480,480,470,480,303510,0
khmotor-D1,D1,20131225,000000,499,499,499,499,230001,0
khmotor-D1,D1,20131228,000000,519,519,519,519,763012,0
khmotor-D1,D1,20131229,000000,537,540,526,540,646229,0
khmotor-D1,D1,20131230,000000,560,560,560,560,389534,0
khmotor-D1,D1,20140101,000000,583,583,583,583,158544,0
khmotor-D1,D1,20140104,000000,605,605,605,605,13874,0
khmotor-D1,D1,20140105,000000,607,607,607,607,17139,0
khmotor-D1,D1,20140106,000000,610,610,610,610,510086,0
khmotor-D1,D1,20140115,000000,693,713,666,695,835641,0
khmotor-D1,D1,20140118,000000,713,713,671,688,2646043,0
khmotor-D1,D1,20140120,000000,681,681,681,681,142235,0
khmotor-D1,D1,20140121,000000,656,656,656,656,340,0
khmotor-D1,D1,20140126,000000,656,656,656,656,4300,0
khmotor-D1,D1,20140129,000000,656,656,656,656,32290,0
khmotor-D1,D1,20140201,000000,651,651,651,651,17179,0
khmotor-D1,D1,20140204,000000,649,649,649,649,700,0
khmotor-D1,D1,20140208,000000,648,648,648,648,17860,0
khmotor-D1,D1,20140215,000000,645,645,645,645,6998,0
khmotor-D1,D1,20140223,000000,526,526,505,505,607212,0
khmotor-D1,D1,20140224,000000,494,501,494,494,788184,0
khmotor-D1,D1,20140225,000000,475,475,475,475,45921,0
khmotor-D1,D1,20140301,000000,470,470,470,470,7602,0
khmotor-D1,D1,20140302,000000,469,469,469,469,15500,0
khmotor-D1,D1,20140303,000000,467,467,467,467,5000,0
khmotor-D1,D1,20140304,000000,467,467,467,467,1028,0
khmotor-D1,D1,20140305,000000,466,466,466,466,500,0
khmotor-D1,D1,20140308,000000,466,466,466,466,1000,0
khmotor-D1,D1,20140309,000000,466,466,466,466,1000,0
khmotor-D1,D1,20140312,000000,466,466,466,466,2000,0
khmotor-D1,D1,20140315,000000,466,466,466,466,13991,0
khmotor-D1,D1,20140316,000000,464,481,464,464,930859,0
khmotor-D1,D1,20140317,000000,448,474,447,448,854930,0
khmotor-D1,D1,20140318,000000,450,477,450,469,768833,0
khmotor-D1,D1,20140319,000000,461,461,456,456,767212,0
khmotor-D1,D1,20140325,000000,442,472,439,439,287902,0
khmotor-D1,D1,20140326,000000,424,448,423,448,328148,0
khmotor-D1,D1,20140329,000000,446,446,414,446,131564,0
khmotor-D1,D1,20140330,000000,456,456,456,456,44615,0
khmotor-D1,D1,20140331,000000,461,461,461,461,29944,0
khmotor-D1,D1,20140405,000000,464,464,464,464,344823,0
khmotor-D1,D1,20140406,000000,483,483,446,448,919962,0
khmotor-D1,D1,20140407,000000,454,481,452,452,570777,0
khmotor-D1,D1,20140408,000000,472,473,455,473,930560,0
khmotor-D1,D1,20140409,000000,472,492,470,492,1121546,0
khmotor-D1,D1,20140412,000000,501,506,467,506,922372,0
khmotor-D1,D1,20140413,000000,515,517,483,483,106868,0
khmotor-D1,D1,20140414,000000,473,510,473,473,243626,0
khmotor-D1,D1,20140415,000000,455,491,455,455,499322,0
khmotor-D1,D1,20140416,000000,458,478,458,470,383338,0
khmotor-D1,D1,20140419,000000,466,466,456,456,177269,0
khmotor-D1,D1,20140420,000000,458,470,444,444,75992,0
khmotor-D1,D1,20140421,000000,467,467,441,458,244151,0
khmotor-D1,D1,20140422,000000,452,452,434,434,251885,0
khmotor-D1,D1,20140423,000000,439,445,429,429,44560,0
khmotor-D1,D1,20140426,000000,456,456,455,456,311678,0
khmotor-D1,D1,20140427,000000,474,474,438,464,571870,0
khmotor-D1,D1,20140428,000000,448,448,444,444,153195,0
khmotor-D1,D1,20140429,000000,430,430,428,428,222902,0
khmotor-D1,D1,20140430,000000,413,445,412,418,101659,0
khmotor-D1,D1,20140503,000000,418,429,413,413,235122,0
khmotor-D1,D1,20140504,000000,404,404,404,404,22340,0
khmotor-D1,D1,20140505,000000,402,422,402,413,468420,0
khmotor-D1,D1,20140506,000000,424,424,404,405,526375,0
khmotor-D1,D1,20140507,000000,403,436,403,419,324389,0
khmotor-D1,D1,20140510,000000,410,410,399,399,213276,0
khmotor-D1,D1,20140511,000000,399,399,384,384,131590,0
khmotor-D1,D1,20140512,000000,397,404,397,404,138569,0
khmotor-D1,D1,20140514,000000,413,418,402,418,271081,0
khmotor-D1,D1,20140517,000000,399,399,399,399,20840,0
khmotor-D1,D1,20140518,000000,398,430,398,430,427474,0
khmotor-D1,D1,20140519,000000,428,428,412,412,290466,0
khmotor-D1,D1,20140520,000000,399,432,399,431,397872,0
khmotor-D1,D1,20140521,000000,445,449,418,449,178782,0
khmotor-D1,D1,20140524,000000,460,460,448,460,262600,0
khmotor-D1,D1,20140525,000000,470,474,437,474,639066,0
khmotor-D1,D1,20140526,000000,485,485,485,485,218290,0
khmotor-D1,D1,20140528,000000,505,505,505,505,903334,0
khmotor-D1,D1,20140531,000000,524,524,488,492,2076881,0
khmotor-D1,D1,20140601,000000,497,497,497,497,225828,0
khmotor-D1,D1,20140602,000000,481,515,477,486,608073,0
khmotor-D1,D1,20140603,000000,475,510,475,510,1185069,0
khmotor-D1,D1,20140607,000000,531,531,513,514,824611,0
khmotor-D1,D1,20140608,000000,526,526,505,505,165411,0
khmotor-D1,D1,20140609,000000,491,519,491,491,1208371,0
khmotor-D1,D1,20140622,000000,537,537,515,515,25897,0
khmotor-D1,D1,20140623,000000,511,515,511,511,289739,0
khmotor-D1,D1,20140624,000000,490,490,490,490,37993,0
khmotor-D1,D1,20140625,000000,486,504,486,486,223510,0
khmotor-D1,D1,20140628,000000,467,467,467,467,285150,0
khmotor-D1,D1,20140629,000000,448,448,448,448,1000,0
khmotor-D1,D1,20140701,000000,448,485,448,458,303116,0
khmotor-D1,D1,20140702,000000,448,479,448,479,385493,0
khmotor-D1,D1,20140705,000000,460,495,460,495,278994,0
khmotor-D1,D1,20140706,000000,515,515,476,476,457946,0
khmotor-D1,D1,20140707,000000,469,489,469,469,312052,0
khmotor-D1,D1,20140708,000000,456,492,456,492,557559,0
khmotor-D1,D1,20140709,000000,491,501,472,474,367811,0
khmotor-D1,D1,20140712,000000,465,469,465,465,131019,0
khmotor-D1,D1,20140713,000000,466,466,451,451,114730,0
khmotor-D1,D1,20140714,000000,440,473,440,447,192633,0
khmotor-D1,D1,20140715,000000,474,474,454,473,165407,0
khmotor-D1,D1,20140716,000000,486,486,450,450,116055,0
khmotor-D1,D1,20140720,000000,449,449,449,449,9508,0
khmotor-D1,D1,20140721,000000,469,469,459,462,88951,0
khmotor-D1,D1,20140722,000000,463,481,457,481,379465,0
khmotor-D1,D1,20140723,000000,497,497,494,497,788596,0
khmotor-D1,D1,20140726,000000,513,513,477,484,158140,0
khmotor-D1,D1,20140727,000000,479,502,479,481,309315,0
khmotor-D1,D1,20140728,000000,487,515,487,504,66691,0
khmotor-D1,D1,20140802,000000,489,504,479,499,237950,0
khmotor-D1,D1,20140803,000000,474,509,474,497,134406,0
khmotor-D1,D1,20140804,000000,499,520,499,511,273006,0
khmotor-D1,D1,20140805,000000,516,520,497,516,315140,0
khmotor-D1,D1,20140806,000000,520,520,494,496,450395,0
khmotor-D1,D1,20140809,000000,481,509,481,499,91879,0
khmotor-D1,D1,20140810,000000,484,504,484,499,43311,0
khmotor-D1,D1,20140811,000000,488,512,488,508,128807,0
khmotor-D1,D1,20140812,000000,488,513,485,494,217871,0
khmotor-D1,D1,20140813,000000,471,504,471,499,140291,0
khmotor-D1,D1,20140816,000000,492,501,476,476,135526,0
khmotor-D1,D1,20140817,000000,471,480,461,466,335847,0
khmotor-D1,D1,20140818,000000,481,481,448,466,101750,0
khmotor-D1,D1,20140819,000000,445,469,440,445,481039,0
khmotor-D1,D1,20140820,000000,456,456,431,446,247382,0
khmotor-D1,D1,20140823,000000,425,458,425,456,496653,0
khmotor-D1,D1,20140824,000000,458,473,445,473,473442,0
khmotor-D1,D1,20140825,000000,488,488,478,488,102091,0
khmotor-D1,D1,20140826,000000,499,499,497,499,1372051,0
khmotor-D1,D1,20140827,000000,510,519,506,519,1651886,0
khmotor-D1,D1,20140830,000000,534,540,519,540,2490391,0
khmotor-D1,D1,20140831,000000,557,557,532,550,1255171,0
khmotor-D1,D1,20140901,000000,540,556,528,528,403615,0
khmotor-D1,D1,20140902,000000,511,552,511,551,1316814,0
khmotor-D1,D1,20140903,000000,564,564,544,546,826675,0
khmotor-D1,D1,20140906,000000,540,559,530,530,333448,0
khmotor-D1,D1,20140907,000000,517,554,516,516,361381,0
khmotor-D1,D1,20140908,000000,523,535,505,516,381985,0
khmotor-D1,D1,20140909,000000,502,531,500,500,444651,0
khmotor-D1,D1,20140910,000000,487,487,485,485,346575,0
khmotor-D1,D1,20140913,000000,466,466,465,465,408331,0
khmotor-D1,D1,20140914,000000,447,484,447,448,398338,0
khmotor-D1,D1,20140915,000000,437,466,437,437,241787,0
khmotor-D1,D1,20140916,000000,483,483,471,483,704522,0
khmotor-D1,D1,20140917,000000,481,498,464,464,129537,0
khmotor-D1,D1,20140920,000000,490,490,462,476,185263,0
khmotor-D1,D1,20140921,000000,485,488,484,488,407977,0
khmotor-D1,D1,20140922,000000,485,494,469,469,150617,0
khmotor-D1,D1,20140923,000000,457,490,457,483,511728,0
khmotor-D1,D1,20140924,000000,479,490,479,490,333405,0
khmotor-D1,D1,20140927,000000,506,510,490,510,1019209,0
khmotor-D1,D1,20140928,000000,510,527,509,509,706748,0
khmotor-D1,D1,20140929,000000,505,524,505,520,415062,0
khmotor-D1,D1,20140930,000000,519,532,507,510,339703,0
khmotor-D1,D1,20141001,000000,525,526,500,500,334656,0
khmotor-D1,D1,20141004,000000,502,513,492,494,120358,0
khmotor-D1,D1,20141006,000000,494,520,494,508,425546,0
khmotor-D1,D1,20141007,000000,513,513,488,490,150307,0
khmotor-D1,D1,20141008,000000,481,499,481,490,293167,0
khmotor-D1,D1,20141011,000000,497,511,497,511,1381777,0
khmotor-D1,D1,20141012,000000,524,531,512,531,2067471,0
khmotor-D1,D1,20141014,000000,543,549,539,549,548499,0
khmotor-D1,D1,20141015,000000,568,568,546,557,2154400,0
khmotor-D1,D1,20141018,000000,571,585,562,581,1261043,0
khmotor-D1,D1,20141019,000000,579,603,579,603,912115,0
khmotor-D1,D1,20141020,000000,613,619,603,619,1513307,0
khmotor-D1,D1,20141021,000000,627,627,590,590,702602,0
khmotor-D1,D1,20141022,000000,602,609,576,583,1305129,0
khmotor-D1,D1,20141025,000000,569,604,569,579,267878,0
khmotor-D1,D1,20141026,000000,569,580,567,567,1008402,0
khmotor-D1,D1,20141027,000000,580,591,580,583,2323821,0
khmotor-D1,D1,20141028,000000,585,613,585,611,618964,0
