<TICKER>,<PER>,<DTYYYYMMDD>, <TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
khmotor-D1,D1,20160824,000000,635,660,630,637,496427,0
khmotor-D1,D1,20160827,000000,635,652,625,649,683020,0
khmotor-D1,D1,20160828,000000,611,648,611,633,448450,0
khmotor-D1,D1,20160829,000000,631,650,600,650,518485,0
khmotor-D1,D1,20160830,000000,670,671,665,671,1695406,0
khmotor-D1,D1,20160831,000000,680,704,673,693,2685689,0
khmotor-D1,D1,20160903,000000,711,711,664,664,666547,0
khmotor-D1,D1,20160904,000000,660,695,643,693,1311251,0
khmotor-D1,D1,20160905,000000,686,686,645,645,734846,0
khmotor-D1,D1,20160906,000000,631,673,623,648,1577915,0
khmotor-D1,D1,20160907,000000,644,658,633,635,431387,0
khmotor-D1,D1,20160910,000000,629,629,612,612,568815,0
khmotor-D1,D1,20160911,000000,608,643,608,608,435881,0
khmotor-D1,D1,20160913,000000,609,622,587,612,344313,0
khmotor-D1,D1,20160914,000000,588,622,588,619,291646,0
khmotor-D1,D1,20160917,000000,619,630,608,609,271248,0
khmotor-D1,D1,20160918,000000,619,622,594,603,220623,0
khmotor-D1,D1,20160919,000000,594,630,594,604,134099,0
khmotor-D1,D1,20160921,000000,613,625,602,602,144859,0
khmotor-D1,D1,20160924,000000,604,643,604,637,414550,0
khmotor-D1,D1,20160925,000000,648,648,610,618,320389,0
khmotor-D1,D1,20160926,000000,610,636,604,629,187769,0
khmotor-D1,D1,20160927,000000,630,655,630,655,838875,0
khmotor-D1,D1,20160928,000000,686,686,686,686,667326,0
khmotor-D1,D1,20161001,000000,719,719,695,719,1792743,0
khmotor-D1,D1,20161002,000000,755,755,755,755,177157,0
khmotor-D1,D1,20161003,000000,791,791,791,791,115176,0
khmotor-D1,D1,20161004,000000,816,816,748,769,6836796,0
khmotor-D1,D1,20161005,000000,765,804,765,765,2696082,0
khmotor-D1,D1,20161008,000000,740,784,739,752,993694,0
khmotor-D1,D1,20161009,000000,766,783,714,783,1252670,0
khmotor-D1,D1,20161010,000000,800,800,800,800,337351,0
khmotor-D1,D1,20161015,000000,840,840,815,840,2483013,0
khmotor-D1,D1,20161016,000000,855,882,834,882,803569,0
khmotor-D1,D1,20161017,000000,915,922,909,922,2606062,0
khmotor-D1,D1,20161018,000000,926,966,893,895,1038217,0
khmotor-D1,D1,20161019,000000,899,932,889,889,1627771,0
khmotor-D1,D1,20161029,000000,882,882,838,838,92984,0
khmotor-D1,D1,20161030,000000,814,834,814,814,2516919,0
khmotor-D1,D1,20161031,000000,777,847,774,774,2052285,0
khmotor-D1,D1,20161101,000000,774,784,743,757,2334676,0
khmotor-D1,D1,20161102,000000,755,787,755,787,1106722,0
khmotor-D1,D1,20161105,000000,809,819,772,794,1224975,0
khmotor-D1,D1,20161106,000000,804,804,765,765,684614,0
khmotor-D1,D1,20161107,000000,748,787,748,786,757626,0
khmotor-D1,D1,20161108,000000,797,797,738,771,758053,0
khmotor-D1,D1,20161109,000000,738,738,724,724,240558,0
khmotor-D1,D1,20161112,000000,756,756,687,720,1230773,0
khmotor-D1,D1,20161113,000000,713,717,697,705,265199,0
khmotor-D1,D1,20161114,000000,729,729,693,693,531934,0
khmotor-D1,D1,20161115,000000,722,722,687,687,322874,0
khmotor-D1,D1,20161116,000000,706,727,698,717,374434,0
khmotor-D1,D1,20161119,000000,700,725,700,702,138665,0
khmotor-D1,D1,20161121,000000,694,703,686,695,186272,0
khmotor-D1,D1,20161122,000000,690,690,669,675,355413,0
khmotor-D1,D1,20161123,000000,677,712,677,712,637338,0
khmotor-D1,D1,20161126,000000,737,746,715,746,1141201,0
khmotor-D1,D1,20161127,000000,748,772,725,756,532544,0
khmotor-D1,D1,20161129,000000,759,759,713,713,886958,0
khmotor-D1,D1,20161203,000000,683,695,681,681,591292,0
khmotor-D1,D1,20161204,000000,708,708,673,679,255830,0
khmotor-D1,D1,20161205,000000,709,717,686,703,341697,0
khmotor-D1,D1,20161206,000000,729,729,684,713,112380,0
khmotor-D1,D1,20161207,000000,726,727,708,712,253461,0
khmotor-D1,D1,20161210,000000,720,729,683,683,360704,0
khmotor-D1,D1,20161211,000000,658,709,652,686,493571,0
khmotor-D1,D1,20161212,000000,657,694,657,662,83426,0
khmotor-D1,D1,20161213,000000,689,689,643,648,76913,0
khmotor-D1,D1,20161214,000000,648,677,648,669,256895,0
khmotor-D1,D1,20161218,000000,687,687,655,657,71771,0
khmotor-D1,D1,20161219,000000,672,672,636,640,136520,0
khmotor-D1,D1,20161220,000000,633,640,615,639,226137,0
khmotor-D1,D1,20161221,000000,647,647,627,641,89323,0
khmotor-D1,D1,20161224,000000,645,650,628,647,90881,0
khmotor-D1,D1,20161225,000000,655,655,630,648,66689,0
khmotor-D1,D1,20161226,000000,652,652,630,630,87135,0
khmotor-D1,D1,20161227,000000,635,651,630,640,147582,0
khmotor-D1,D1,20161228,000000,650,650,613,622,52148,0
khmotor-D1,D1,20161231,000000,643,643,622,622,100520,0
khmotor-D1,D1,20170101,000000,623,643,602,634,246498,0
khmotor-D1,D1,20170102,000000,640,656,635,655,585405,0
khmotor-D1,D1,20170103,000000,670,670,625,625,248959,0
khmotor-D1,D1,20170104,000000,630,630,627,628,29679,0
khmotor-D1,D1,20170107,000000,648,673,628,637,200545,0
khmotor-D1,D1,20170108,000000,637,669,631,667,132865,0
khmotor-D1,D1,20170109,000000,672,672,630,645,107785,0
khmotor-D1,D1,20170111,000000,628,645,628,644,107935,0
khmotor-D1,D1,20170114,000000,648,675,638,665,487334,0
khmotor-D1,D1,20170115,000000,677,693,677,680,227845,0
khmotor-D1,D1,20170116,000000,650,650,650,650,68531,0
khmotor-D1,D1,20170128,000000,638,670,638,653,50755,0
khmotor-D1,D1,20170129,000000,683,683,630,630,223167,0
khmotor-D1,D1,20170130,000000,630,662,630,630,771071,0
khmotor-D1,D1,20170131,000000,667,672,618,630,343177,0
khmotor-D1,D1,20170201,000000,635,662,633,648,495247,0
khmotor-D1,D1,20170204,000000,634,670,622,630,177814,0
khmotor-D1,D1,20170205,000000,622,622,609,609,351133,0
khmotor-D1,D1,20170206,000000,619,634,611,611,121673,0
khmotor-D1,D1,20170207,000000,634,634,602,608,88112,0
khmotor-D1,D1,20170208,000000,631,631,602,605,112287,0
khmotor-D1,D1,20170211,000000,626,626,585,594,268072,0
khmotor-D1,D1,20170212,000000,608,608,561,568,575489,0
khmotor-D1,D1,20170213,000000,568,577,562,575,284813,0
khmotor-D1,D1,20170220,000000,580,597,580,597,226369,0
khmotor-D1,D1,20170221,000000,602,602,582,590,68135,0
khmotor-D1,D1,20170222,000000,594,597,579,588,113897,0
khmotor-D1,D1,20170225,000000,602,609,580,591,209044,0
khmotor-D1,D1,20170226,000000,582,588,577,583,78981,0
khmotor-D1,D1,20170227,000000,576,589,572,583,134796,0
khmotor-D1,D1,20170228,000000,583,586,568,572,215168,0
khmotor-D1,D1,20170301,000000,568,569,552,569,294761,0
khmotor-D1,D1,20170304,000000,577,587,548,587,972159,0
khmotor-D1,D1,20170305,000000,608,608,608,608,392039,0
khmotor-D1,D1,20170306,000000,635,639,635,639,344166,0
khmotor-D1,D1,20170307,000000,670,670,670,670,222165,0
khmotor-D1,D1,20170308,000000,704,704,704,704,213415,0
khmotor-D1,D1,20170311,000000,733,737,711,737,2142244,0
khmotor-D1,D1,20170312,000000,768,771,738,757,3168849,0
khmotor-D1,D1,20170313,000000,753,771,720,769,2466119,0
khmotor-D1,D1,20170314,000000,784,784,751,784,2238208,0
khmotor-D1,D1,20170315,000000,814,814,759,797,4503039,0
khmotor-D1,D1,20170318,000000,767,807,766,766,1290367,0
khmotor-D1,D1,20170325,000000,748,791,729,763,1276738,0
khmotor-D1,D1,20170326,000000,766,782,709,738,622819,0
khmotor-D1,D1,20170327,000000,748,748,691,691,1572325,0
khmotor-D1,D1,20170328,000000,705,712,683,702,190194,0
khmotor-D1,D1,20170329,000000,686,712,686,702,257202,0
khmotor-D1,D1,20170403,000000,711,711,683,683,214054,0
khmotor-D1,D1,20170404,000000,709,722,697,722,453223,0
khmotor-D1,D1,20170405,000000,750,750,720,722,508652,0
khmotor-D1,D1,20170408,000000,745,762,711,762,580600,0
khmotor-D1,D1,20170409,000000,768,789,759,789,988822,0
khmotor-D1,D1,20170410,000000,797,798,745,753,583551,0
khmotor-D1,D1,20170412,000000,754,769,720,720,236597,0
khmotor-D1,D1,20170415,000000,759,761,703,748,163934,0
khmotor-D1,D1,20170416,000000,753,753,722,730,330198,0
khmotor-D1,D1,20170417,000000,712,713,698,709,55145,0
khmotor-D1,D1,20170418,000000,733,733,706,722,141697,0
khmotor-D1,D1,20170419,000000,719,733,719,721,189959,0
khmotor-D1,D1,20170422,000000,738,759,738,759,540068,0
khmotor-D1,D1,20170423,000000,772,772,720,748,153660,0
khmotor-D1,D1,20170424,000000,748,775,716,775,579761,0
khmotor-D1,D1,20170426,000000,772,803,766,803,563859,0
khmotor-D1,D1,20170429,000000,821,839,784,839,621180,0
khmotor-D1,D1,20170430,000000,847,870,847,870,843613,0
khmotor-D1,D1,20170501,000000,894,913,872,913,556483,0
khmotor-D1,D1,20170502,000000,909,934,863,864,883350,0
khmotor-D1,D1,20170503,000000,847,882,843,865,790325,0
khmotor-D1,D1,20170506,000000,847,859,834,834,517857,0
khmotor-D1,D1,20170507,000000,859,886,859,884,766219,0
khmotor-D1,D1,20170508,000000,862,906,862,904,75748,0
khmotor-D1,D1,20170509,000000,887,902,847,877,272262,0
khmotor-D1,D1,20170510,000000,859,904,859,885,266415,0
khmotor-D1,D1,20170513,000000,904,904,886,904,170320,0
khmotor-D1,D1,20170514,000000,899,904,872,872,152792,0
khmotor-D1,D1,20170515,000000,902,904,874,876,92010,0
khmotor-D1,D1,20170516,000000,904,904,841,870,394778,0
khmotor-D1,D1,20170517,000000,888,888,862,866,16915,0
khmotor-D1,D1,20170520,000000,862,903,862,882,32433,0
khmotor-D1,D1,20170521,000000,896,896,863,863,74719,0
khmotor-D1,D1,20170522,000000,898,898,850,872,293831,0
khmotor-D1,D1,20170523,000000,894,905,872,874,386879,0
khmotor-D1,D1,20170524,000000,909,909,847,867,34123,0
khmotor-D1,D1,20170527,000000,859,904,848,848,263773,0
khmotor-D1,D1,20170528,000000,884,884,818,869,481803,0
khmotor-D1,D1,20170529,000000,888,888,872,872,49519,0
khmotor-D1,D1,20170530,000000,897,903,872,903,431767,0
khmotor-D1,D1,20170531,000000,943,943,886,920,447471,0
khmotor-D1,D1,20170612,000000,943,943,895,897,251042,0
khmotor-D1,D1,20170613,000000,862,906,862,864,111192,0
khmotor-D1,D1,20170614,000000,921,924,875,875,103162,0
khmotor-D1,D1,20170617,000000,897,938,884,904,83039,0
khmotor-D1,D1,20170618,000000,872,905,872,877,42709,0
khmotor-D1,D1,20170619,000000,919,942,882,919,63325,0
khmotor-D1,D1,20170620,000000,872,893,872,893,26428,0
khmotor-D1,D1,20170621,000000,874,926,872,884,184299,0
khmotor-D1,D1,20170624,000000,861,861,861,861,1521,0
khmotor-D1,D1,20170625,000000,899,916,872,872,17000,0
khmotor-D1,D1,20170628,000000,897,897,859,859,6037,0
khmotor-D1,D1,20170701,000000,917,917,872,876,6957,0
khmotor-D1,D1,20170702,000000,896,897,862,872,76934,0
khmotor-D1,D1,20170703,000000,849,879,847,877,15691,0
khmotor-D1,D1,20170704,000000,872,872,847,866,20163,0
khmotor-D1,D1,20170705,000000,886,886,826,826,223978,0
khmotor-D1,D1,20170708,000000,841,841,796,796,149983,0
khmotor-D1,D1,20170709,000000,826,833,812,832,88282,0
khmotor-D1,D1,20170710,000000,858,858,832,858,227071,0
khmotor-D1,D1,20170711,000000,880,893,880,893,148588,0
khmotor-D1,D1,20170712,000000,929,936,922,936,410599,0
khmotor-D1,D1,20170715,000000,899,982,899,982,897977,0
khmotor-D1,D1,20170716,000000,1001,1001,983,1001,252894,0
khmotor-D1,D1,20170717,000000,1051,1051,1033,1046,914065,0
khmotor-D1,D1,20170718,000000,1102,1103,1071,1103,119368,0
khmotor-D1,D1,20170719,000000,1152,1152,1152,1152,109517,0
khmotor-D1,D1,20170722,000000,1198,1198,1194,1198,343118,0
khmotor-D1,D1,20170723,000000,1258,1258,1258,1258,245872,0
khmotor-D1,D1,20170724,000000,1322,1322,1322,1322,88396,0
khmotor-D1,D1,20170725,000000,1375,1375,1244,1295,668302,0
khmotor-D1,D1,20170726,000000,1308,1370,1292,1320,865039,0
khmotor-D1,D1,20170729,000000,1368,1384,1322,1376,707003,0
khmotor-D1,D1,20170730,000000,1404,1439,1402,1439,722081,0
khmotor-D1,D1,20170731,000000,1507,1507,1507,1507,182309,0
khmotor-D1,D1,20170801,000000,1583,1583,1449,1469,1481076,0
khmotor-D1,D1,20170802,000000,1483,1483,1483,1483,96086,0
khmotor-D1,D1,20170806,000000,1408,1408,1408,1408,12786,0
khmotor-D1,D1,20170807,000000,1398,1398,1398,1398,68500,0
khmotor-D1,D1,20170808,000000,1341,1341,1341,1341,116578,0
khmotor-D1,D1,20170809,000000,1274,1408,1274,1408,2360983,0
khmotor-D1,D1,20170812,000000,1400,1400,1400,1400,93388,0
khmotor-D1,D1,20170813,000000,1469,1469,1469,1469,110921,0
khmotor-D1,D1,20170814,000000,1543,1543,1543,1543,1383293,0
khmotor-D1,D1,20170815,000000,1619,1620,1619,1620,546221,0
khmotor-D1,D1,20170816,000000,1668,1700,1631,1700,602332,0
khmotor-D1,D1,20170819,000000,1773,1778,1631,1778,1128740,0
khmotor-D1,D1,20170820,000000,1857,1857,1793,1855,923933,0
khmotor-D1,D1,20170821,000000,1918,1918,1761,1793,587783,0
khmotor-D1,D1,20170822,000000,1786,1897,1743,1897,496397,0
khmotor-D1,D1,20170823,000000,1928,1928,1925,1928,342726,0
khmotor-D1,D1,20170826,000000,1992,2025,1943,2025,227181,0
khmotor-D1,D1,20170827,000000,2111,2111,2111,2111,96354,0
khmotor-D1,D1,20170828,000000,2217,2217,2167,2217,1918786,0
khmotor-D1,D1,20170829,000000,2311,2325,2229,2315,526357,0
khmotor-D1,D1,20170830,000000,2336,2336,2199,2199,340273,0
khmotor-D1,D1,20170902,000000,2109,2109,2109,2109,48079,0
khmotor-D1,D1,20170903,000000,2047,2166,2047,2091,829624,0
khmotor-D1,D1,20170904,000000,1973,2103,1971,1971,244144,0
khmotor-D1,D1,20170905,000000,1967,2079,1955,2066,1121107,0
khmotor-D1,D1,20170906,000000,2018,2018,1930,1930,73953,0
khmotor-D1,D1,20170910,000000,1847,1847,1847,1847,39355,0
khmotor-D1,D1,20170911,000000,1803,1803,1803,1803,20810,0
khmotor-D1,D1,20170912,000000,1780,1967,1780,1967,1081069,0
khmotor-D1,D1,20170913,000000,1990,1990,1867,1970,208838,0
khmotor-D1,D1,20170916,000000,1975,1975,1840,1840,287890,0
khmotor-D1,D1,20170917,000000,1812,1900,1755,1867,396715,0
khmotor-D1,D1,20170918,000000,1879,1879,1806,1819,88064,0
khmotor-D1,D1,20170919,000000,1953,1958,1880,1958,298487,0
khmotor-D1,D1,20170920,000000,2053,2053,2020,2043,240360,0
khmotor-D1,D1,20170923,000000,2151,2151,1993,2025,264217,0
khmotor-D1,D1,20170924,000000,1975,2092,1975,2043,312077,0
khmotor-D1,D1,20170925,000000,2042,2044,1992,2035,250014,0
khmotor-D1,D1,20170926,000000,2037,2078,1938,2052,173506,0
khmotor-D1,D1,20170927,000000,2043,2066,1996,2024,223398,0
khmotor-D1,D1,20171002,000000,2052,2052,1935,1935,294718,0
khmotor-D1,D1,20171003,000000,1843,1985,1843,1955,81793,0
khmotor-D1,D1,20171004,000000,1868,1980,1868,1940,99650,0
khmotor-D1,D1,20171007,000000,2004,2006,1849,2006,357135,0
khmotor-D1,D1,20171008,000000,2003,2067,1943,1992,83080,0
khmotor-D1,D1,20171009,000000,1967,2037,1967,1967,64284,0
khmotor-D1,D1,20171010,000000,1897,2015,1897,1980,41092,0
khmotor-D1,D1,20171011,000000,2000,2018,1970,2010,98162,0
khmotor-D1,D1,20171014,000000,2010,2035,1969,1973,207160,0
khmotor-D1,D1,20171015,000000,1992,2018,1937,1960,126475,0
khmotor-D1,D1,20171016,000000,2017,2017,1943,1967,35816,0
khmotor-D1,D1,20171017,000000,1992,1992,1867,1917,112104,0
khmotor-D1,D1,20171018,000000,1914,1962,1842,1843,47993,0
khmotor-D1,D1,20171021,000000,1943,1992,1880,1967,187560,0
khmotor-D1,D1,20171022,000000,1967,2017,1930,1931,16565,0
khmotor-D1,D1,20171023,000000,1930,2018,1918,1975,142927,0
khmotor-D1,D1,20171024,000000,1905,1987,1900,1900,274710,0
khmotor-D1,D1,20171025,000000,1967,1967,1868,1940,86293,0
khmotor-D1,D1,20171028,000000,1892,1892,1807,1807,274607,0
khmotor-D1,D1,20171029,000000,1807,1807,1729,1729,340339,0
khmotor-D1,D1,20171030,000000,1790,1790,1644,1644,361091,0
khmotor-D1,D1,20171031,000000,1668,1705,1658,1683,405682,0
khmotor-D1,D1,20171101,000000,1715,1715,1663,1663,43441,0
khmotor-D1,D1,20171104,000000,1663,1705,1614,1619,71600,0
khmotor-D1,D1,20171105,000000,1619,1705,1551,1619,561076,0
khmotor-D1,D1,20171106,000000,1631,1631,1544,1544,172884,0
khmotor-D1,D1,20171107,000000,1544,1547,1506,1507,183261,0
khmotor-D1,D1,20171108,000000,1494,1597,1444,1597,996728,0
khmotor-D1,D1,20171111,000000,1649,1650,1649,1650,708657,0
khmotor-D1,D1,20171112,000000,1693,1693,1573,1631,135239,0
khmotor-D1,D1,20171113,000000,1638,1638,1557,1561,219551,0
khmotor-D1,D1,20171114,000000,1519,1582,1497,1514,96931,0
khmotor-D1,D1,20171115,000000,1494,1601,1494,1560,222974,0
khmotor-D1,D1,20171118,000000,1582,1582,1497,1524,460732,0
khmotor-D1,D1,20171120,000000,1526,1526,1486,1487,81759,0
khmotor-D1,D1,20171121,000000,1514,1572,1514,1521,327200,0
khmotor-D1,D1,20171122,000000,1572,1572,1507,1566,34942,0
khmotor-D1,D1,20171125,000000,1572,1577,1471,1471,200408,0
khmotor-D1,D1,20171126,000000,1575,1575,1476,1489,325130,0
khmotor-D1,D1,20171128,000000,1544,1544,1446,1446,514523,0
khmotor-D1,D1,20171129,000000,1468,1468,1377,1377,148942,0
khmotor-D1,D1,20171202,000000,1370,1394,1312,1312,1423555,0
khmotor-D1,D1,20171203,000000,1312,1344,1295,1318,354182,0
khmotor-D1,D1,20171204,000000,1344,1344,1280,1285,154509,0
khmotor-D1,D1,20171205,000000,1282,1318,1253,1280,360355,0
khmotor-D1,D1,20171209,000000,1254,1257,1218,1218,878099,0
khmotor-D1,D1,20171210,000000,1210,1244,1159,1159,291951,0
khmotor-D1,D1,20171211,000000,1126,1208,1110,1123,1414421,0
khmotor-D1,D1,20171212,000000,1161,1161,1073,1073,722683,0
khmotor-D1,D1,20171213,000000,1024,1065,1024,1046,887343,0
khmotor-D1,D1,20171216,000000,997,1086,997,1086,586108,0
khmotor-D1,D1,20171217,000000,1120,1136,1118,1136,1048879,0
khmotor-D1,D1,20171218,000000,1161,1188,1150,1188,676045,0
khmotor-D1,D1,20171219,000000,1240,1240,1226,1240,3591408,0
khmotor-D1,D1,20171220,000000,1294,1294,1190,1254,526774,0
khmotor-D1,D1,20171223,000000,1270,1283,1188,1220,787158,0
khmotor-D1,D1,20171224,000000,1219,1257,1158,1240,1515609,0
khmotor-D1,D1,20171225,000000,1220,1255,1190,1255,790757,0
khmotor-D1,D1,20171226,000000,1290,1290,1246,1269,840430,0
khmotor-D1,D1,20171227,000000,1280,1320,1257,1295,1412394,0
khmotor-D1,D1,20171230,000000,1246,1271,1243,1243,529707,0
khmotor-D1,D1,20171231,000000,1183,1244,1183,1244,550087,0
khmotor-D1,D1,20180101,000000,1125,1241,1125,1241,274030,0
khmotor-D1,D1,20180102,000000,1267,1267,1200,1257,89146,0
khmotor-D1,D1,20180103,000000,1207,1256,1181,1198,100922,0
khmotor-D1,D1,20180106,000000,1207,1263,1207,1220,273864,0
khmotor-D1,D1,20180107,000000,1292,1292,1235,1248,84427,0
khmotor-D1,D1,20180108,000000,1300,1300,1233,1245,185116,0
khmotor-D1,D1,20180109,000000,1252,1252,1198,1209,71834,0
khmotor-D1,D1,20180110,000000,1229,1229,1159,1186,519900,0
khmotor-D1,D1,20180113,000000,1235,1235,1184,1190,98274,0
khmotor-D1,D1,20180114,000000,1194,1194,1140,1140,679895,0
khmotor-D1,D1,20180115,000000,1086,1097,1084,1084,526369,0
khmotor-D1,D1,20180116,000000,1084,1084,1030,1052,1003984,0
khmotor-D1,D1,20180117,000000,1051,1080,1034,1061,373545,0
khmotor-D1,D1,20180120,000000,1069,1075,1041,1047,326049,0
khmotor-D1,D1,20180121,000000,1006,1033,1006,1018,788337,0
khmotor-D1,D1,20180122,000000,959,1022,959,1022,308120,0
khmotor-D1,D1,20180123,000000,1021,1026,1021,1026,176597,0
khmotor-D1,D1,20180124,000000,1031,1077,1031,1077,834168,0
khmotor-D1,D1,20180127,000000,1077,1116,1077,1098,324034,0
khmotor-D1,D1,20180128,000000,1150,1150,1086,1087,150726,0
khmotor-D1,D1,20180129,000000,1113,1115,1059,1062,305033,0
khmotor-D1,D1,20180130,000000,1061,1087,1052,1053,156171,0
khmotor-D1,D1,20180131,000000,1058,1079,1022,1058,63932,0
khmotor-D1,D1,20180203,000000,1064,1095,1036,1091,107826,0
khmotor-D1,D1,20180204,000000,1093,1111,1029,1032,1103285,0
khmotor-D1,D1,20180205,000000,1046,1101,1046,1101,476041,0
khmotor-D1,D1,20180206,000000,1137,1137,1048,1061,92738,0
khmotor-D1,D1,20180207,000000,1093,1106,1071,1074,190898,0
khmotor-D1,D1,20180210,000000,1071,1081,1051,1058,199043,0
khmotor-D1,D1,20180212,000000,1095,1095,1066,1095,112287,0
khmotor-D1,D1,20180213,000000,1051,1083,1046,1046,372877,0
khmotor-D1,D1,20180214,000000,1033,1076,1033,1042,344388,0
khmotor-D1,D1,20180217,000000,1052,1057,1033,1041,94923,0
khmotor-D1,D1,20180218,000000,1041,1046,1028,1028,83453,0
khmotor-D1,D1,20180219,000000,1046,1071,1011,1023,91241,0
khmotor-D1,D1,20180221,000000,1033,1058,1026,1039,50546,0
khmotor-D1,D1,20180224,000000,1058,1070,1041,1046,180575,0
khmotor-D1,D1,20180225,000000,1067,1067,1032,1043,21656,0
khmotor-D1,D1,20180226,000000,1043,1046,996,998,216085,0
khmotor-D1,D1,20180227,000000,1021,1021,998,1004,31347,0
khmotor-D1,D1,20180228,000000,996,1040,996,1021,212020,0
khmotor-D1,D1,20180303,000000,1045,1046,1018,1023,143952,0
khmotor-D1,D1,20180304,000000,1033,1040,1004,1026,157831,0
khmotor-D1,D1,20180305,000000,1076,1076,1033,1063,130133,0
khmotor-D1,D1,20180306,000000,1051,1061,1051,1054,130487,0
khmotor-D1,D1,20180307,000000,1051,1071,1051,1051,80743,0
khmotor-D1,D1,20180310,000000,1011,1028,1009,1016,31715,0
khmotor-D1,D1,20180311,000000,1004,1014,993,996,50358,0
khmotor-D1,D1,20180312,000000,976,1053,976,998,24494,0
khmotor-D1,D1,20180313,000000,1039,1039,971,994,69023,0
khmotor-D1,D1,20180314,000000,950,996,950,996,39793,0
khmotor-D1,D1,20180317,000000,990,996,941,996,262981,0
khmotor-D1,D1,20180318,000000,998,1000,972,976,529509,0
khmotor-D1,D1,20180319,000000,1046,1048,1018,1048,399892,0
khmotor-D1,D1,20180325,000000,1056,1056,1054,1054,9086,0
khmotor-D1,D1,20180326,000000,1021,1021,1021,1021,5369,0
khmotor-D1,D1,20180327,000000,1016,1016,993,997,17909,0
khmotor-D1,D1,20180328,000000,988,1043,988,988,5645,0
khmotor-D1,D1,20180403,000000,1030,1030,989,989,8143,0
khmotor-D1,D1,20180404,000000,1018,1018,983,1010,77276,0
khmotor-D1,D1,20180407,000000,972,972,968,968,99008,0
khmotor-D1,D1,20180408,000000,972,972,942,965,17846,0
khmotor-D1,D1,20180409,000000,926,937,925,925,50201,0
khmotor-D1,D1,20180410,000000,963,963,906,934,32112,0
khmotor-D1,D1,20180411,000000,900,901,900,900,59656,0
khmotor-D1,D1,20180415,000000,897,907,897,906,4484,0
khmotor-D1,D1,20180416,000000,888,894,888,888,63822,0
khmotor-D1,D1,20180417,000000,904,904,866,868,43401,0
khmotor-D1,D1,20180418,000000,888,888,852,852,27707,0
khmotor-D1,D1,20180421,000000,844,933,844,933,631218,0
khmotor-D1,D1,20180422,000000,950,950,950,950,94473,0
khmotor-D1,D1,20180423,000000,981,981,981,981,82978,0
khmotor-D1,D1,20180424,000000,1010,1010,1010,1010,23400,0
khmotor-D1,D1,20180425,000000,1019,1019,1019,1019,106447,0
khmotor-D1,D1,20180428,000000,1057,1057,1057,1057,106440,0
khmotor-D1,D1,20180429,000000,1103,1103,1051,1071,1448741,0
khmotor-D1,D1,20180430,000000,1039,1039,1036,1036,266226,0
khmotor-D1,D1,20180501,000000,985,1035,984,1035,281239,0
khmotor-D1,D1,20180505,000000,1030,1030,965,996,83431,0
khmotor-D1,D1,20180506,000000,969,969,943,943,343021,0
khmotor-D1,D1,20180507,000000,947,983,915,982,192301,0
khmotor-D1,D1,20180508,000000,985,986,962,962,58871,0
khmotor-D1,D1,20180509,000000,908,1001,908,918,135852,0
khmotor-D1,D1,20180512,000000,918,918,897,909,203594,0
khmotor-D1,D1,20180513,000000,909,948,909,944,48931,0
khmotor-D1,D1,20180514,000000,942,964,942,964,135077,0
khmotor-D1,D1,20180515,000000,990,1008,990,994,347582,0
khmotor-D1,D1,20180516,000000,996,1007,958,978,192442,0
khmotor-D1,D1,20180519,000000,998,1000,915,924,145232,0
khmotor-D1,D1,20180520,000000,956,956,918,924,102968,0
khmotor-D1,D1,20180521,000000,909,917,897,904,318427,0
khmotor-D1,D1,20180522,000000,897,953,897,953,372073,0
khmotor-D1,D1,20180523,000000,989,989,924,924,107836,0
khmotor-D1,D1,20180526,000000,969,969,912,917,297861,0
khmotor-D1,D1,20180527,000000,950,950,897,926,105550,0
khmotor-D1,D1,20180528,000000,898,917,898,909,148361,0
khmotor-D1,D1,20180609,000000,940,940,860,940,92424,0
khmotor-D1,D1,20180610,000000,865,906,865,899,47001,0
khmotor-D1,D1,20180611,000000,912,914,912,914,78014,0
khmotor-D1,D1,20180612,000000,938,938,938,938,195007,0
khmotor-D1,D1,20180613,000000,972,985,941,969,548024,0
khmotor-D1,D1,20180617,000000,1000,1015,966,1015,830387,0
khmotor-D1,D1,20180618,000000,1055,1055,1055,1055,107022,0
khmotor-D1,D1,20180619,000000,996,1081,996,1033,392985,0
khmotor-D1,D1,20180620,000000,1043,1043,973,981,793049,0
khmotor-D1,D1,20180623,000000,973,1026,973,1026,171855,0
khmotor-D1,D1,20180624,000000,1051,1051,1009,1009,229356,0
khmotor-D1,D1,20180625,000000,996,1020,982,982,276655,0
khmotor-D1,D1,20180626,000000,972,996,938,972,79644,0
khmotor-D1,D1,20180627,000000,947,983,947,952,90776,0
khmotor-D1,D1,20180630,000000,991,1010,983,1010,188104,0
khmotor-D1,D1,20180701,000000,1038,1046,972,1014,119304,0
khmotor-D1,D1,20180702,000000,1021,1021,976,978,67565,0
khmotor-D1,D1,20180703,000000,976,996,976,996,18344,0
khmotor-D1,D1,20180704,000000,996,1056,996,1056,901770,0
khmotor-D1,D1,20180707,000000,1077,1105,1058,1105,345515,0
khmotor-D1,D1,20180708,000000,1151,1151,1151,1151,278929,0
khmotor-D1,D1,20180710,000000,1208,1208,1208,1208,178068,0
khmotor-D1,D1,20180714,000000,1268,1332,1215,1270,813039,0
khmotor-D1,D1,20180715,000000,1304,1339,1303,1333,1094688,0
